vendor_id,vendor_name,category,region,country,diversity_classification,is_preferred,is_strategic,risk_score,risk_tier,onboarded_date,vendor_tenure_years,lifetime_po_count,lifetime_spend,first_po_date,last_po_date,days_since_last_po,total_contracts,active_contracts,latest_contract_end_date,vendor_activity_status,has_active_contract
V00453,Cardenas-Blevins,Logistics,Asia Pacific,China,Minority-Owned,False,False,54,Medium,2022-10-29,4,7,98882.78,2024-04-30,2025-12-25,265.0,2,2,2027-03-07,Dormant,True
V00454,Williams-Moses,Raw Materials,Europe,Netherlands,,True,False,14,Low,2018-06-23,8,13,257960.86,2024-06-19,2025-12-15,275.0,1,0,2026-05-31,Dormant,False
V00455,Douglas-Burgess,Facilities,Latin America,Chile,,False,False,53,Medium,2019-04-14,7,18,177321.38,2024-01-25,2025-10-15,336.0,1,0,2026-06-14,Dormant,False
V00456,"Nelson, Hoffman and Nelson",Raw Materials,North America,Canada,Women-Owned,True,False,4,Low,2018-08-28,8,12,191351.01,2024-08-24,2025-10-30,321.0,3,0,2026-08-03,Dormant,False
V00457,"Matthews, Sanchez and Santiago",Raw Materials,Asia Pacific,Australia,,False,False,22,Low,2021-03-08,5,2,37237.18,2025-05-17,2025-10-31,320.0,0,0,,Dormant,False
V00458,"Hall, Garcia and Rivera",MRO,North America,Mexico,,False,True,15,Low,2020-10-31,6,0,0.0,,,,0,0,,Inactive,False
V00459,"Townsend, Smith and Pierce",IT Services,Latin America,Argentina,,False,False,3,Low,2023-07-28,3,2,69002.24,2025-01-18,2025-09-20,361.0,0,0,,Dormant,False
V00460,Delgado-Gilmore,Raw Materials,Latin America,Brazil,,False,False,41,Medium,2020-11-07,6,4,22883.37,2024-01-14,2025-12-30,260.0,0,0,,Dormant,False
V00461,"Gonzalez, Maynard and Morris",IT Services,North America,Mexico,Women-Owned,False,False,47,Medium,2021-11-15,5,15,442490.63,2024-01-13,2025-10-04,347.0,1,0,2025-03-26,Dormant,False
V00462,Pearson and Sons,Professional Services,North America,Canada,,False,False,45,Medium,2021-03-17,5,11,161241.74,2024-09-29,2025-12-25,265.0,3,1,2027-09-26,Dormant,True
V00463,"Jefferson, Johnson and Dorsey",IT Services,North America,Canada,,False,True,29,Low,2020-07-04,6,11,310076.77,2024-06-01,2025-10-30,321.0,1,0,2024-09-30,Dormant,False
V00464,Peck Inc,Logistics,Europe,Germany,,True,True,32,Low,2023-12-24,3,2,16283.41,2024-11-05,2025-05-07,497.0,0,0,,Dormant,False
V00465,French-Lopez,Raw Materials,Asia Pacific,Australia,,False,False,60,Medium,2022-06-29,4,14,229112.51,2024-05-06,2025-12-31,259.0,1,0,2026-01-17,Dormant,False
V00466,Mcdowell-Smith,Professional Services,Asia Pacific,China,,True,False,22,Low,2021-05-28,5,12,427562.98,2024-01-23,2025-12-28,262.0,2,1,2027-04-11,Dormant,True
V00467,Hebert LLC,Professional Services,North America,Canada,,False,True,32,Low,2019-09-16,7,1,10129.34,2024-01-04,2024-01-04,986.0,0,0,,Dormant,False
V00468,"Daniels, Snyder and Mays",Raw Materials,Asia Pacific,China,,False,False,76,High,2023-02-07,3,18,343411.54,2024-01-05,2025-12-29,261.0,3,2,2027-02-25,Dormant,True
V00469,Nelson-Lamb,Professional Services,North America,Mexico,,True,False,47,Medium,2019-12-26,7,3,93715.84,2024-09-10,2025-06-19,454.0,0,0,,Dormant,False
V00470,"Stevens, Scott and Lopez",IT Services,North America,USA,,False,False,46,Medium,2022-06-02,4,8,204888.89,2024-10-20,2025-09-28,353.0,1,1,2027-05-26,Dormant,True
V00471,Bradley-Todd,IT Services,North America,Mexico,Minority-Owned,False,False,33,Low,2019-01-20,7,16,404334.61,2024-03-07,2025-12-31,259.0,2,0,2026-06-17,Dormant,False
V00472,"Prince, Wilcox and Robertson",Professional Services,Europe,Netherlands,Women-Owned,False,False,29,Low,2018-07-09,8,9,221503.36,2024-02-03,2025-12-12,278.0,2,0,2026-03-12,Dormant,False
V00473,"Davis, Holden and Woods",Raw Materials,North America,Mexico,,True,False,30,Low,2023-08-12,3,11,248549.27,2024-08-12,2025-12-25,265.0,2,1,2027-05-23,Dormant,True
V00474,Green and Sons,Raw Materials,North America,Canada,,False,False,32,Low,2020-09-05,6,3,34724.08,2025-04-07,2025-09-07,374.0,0,0,,Dormant,False
V00475,Finley-Turner,Marketing,Asia Pacific,China,,True,False,6,Low,2022-05-03,4,14,57807.87,2024-03-13,2025-10-24,327.0,3,0,2025-10-08,Dormant,False
V00476,Green LLC,Raw Materials,Asia Pacific,Australia,,False,False,33,Low,2022-02-26,4,12,188527.52,2024-02-01,2025-10-04,347.0,3,0,2026-05-11,Dormant,False
V00477,Contreras Group,Office Supplies,Europe,Italy,,False,True,56,Medium,2019-11-03,7,3,17051.73,2025-01-26,2025-11-30,290.0,0,0,,Dormant,False
V00478,Parks-Leblanc,Professional Services,Europe,Italy,,False,False,16,Low,2023-04-29,3,16,538594.64,2024-02-21,2025-11-14,306.0,1,0,2024-01-16,Dormant,False
V00479,Vaughn-Fowler,Facilities,North America,Mexico,,False,False,32,Low,2023-08-22,3,9,23769.8,2024-01-16,2025-12-31,259.0,2,0,2024-11-13,Dormant,False
V00480,Mendez-Robinson,IT Services,Europe,Netherlands,,True,False,25,Low,2018-10-20,8,12,322528.85,2024-02-02,2025-12-25,265.0,1,0,2024-04-04,Dormant,False
V00481,Gibson PLC,MRO,North America,USA,Women-Owned,False,False,21,Low,2020-03-29,6,0,0.0,,,,0,0,,Inactive,False
V00482,"Dunn, Ruiz and Medina",MRO,Asia Pacific,Singapore,Veteran-Owned,True,True,44,Medium,2021-12-25,5,17,56125.94,2024-04-26,2025-12-24,266.0,2,1,2028-03-09,Dormant,True
V00483,Gill Ltd,IT Services,Latin America,Brazil,,True,False,19,Low,2022-07-11,4,1,6686.8,2025-05-10,2025-05-10,494.0,0,0,,Dormant,False
V00484,Fox PLC,IT Services,Asia Pacific,Japan,Minority-Owned,False,False,42,Medium,2022-03-22,4,8,223819.68,2024-03-25,2025-12-20,270.0,1,0,2025-09-25,Dormant,False
V00485,Stark Inc,Marketing,Asia Pacific,Japan,,False,False,31,Low,2018-05-16,8,15,131872.54,2024-03-13,2025-11-20,300.0,1,1,2027-09-08,Dormant,True
V00486,"Leach, Harris and Herrera",IT Services,North America,USA,,False,False,8,Low,2018-12-27,8,15,398376.76,2024-02-23,2025-12-01,289.0,2,1,2026-10-03,Dormant,True
V00487,"Ramos, Frazier and Love",IT Services,Asia Pacific,India,,False,False,18,Low,2020-12-06,6,3,95982.9,2025-02-18,2025-12-22,268.0,0,0,,Dormant,False
V00488,"Griffin, Brown and Anderson",IT Services,Asia Pacific,Australia,,False,False,28,Low,2020-06-28,6,9,167894.76,2024-04-24,2025-12-24,266.0,3,0,2026-01-01,Dormant,False
V00489,"Brown, Ford and Roman",IT Services,Europe,France,,True,False,19,Low,2022-05-03,4,3,31560.09,2024-05-14,2025-01-20,604.0,0,0,,Dormant,False
V00490,Scott-Smith,Marketing,Europe,Germany,Veteran-Owned,False,False,25,Low,2019-04-23,7,15,102077.97,2024-06-11,2025-11-13,307.0,1,0,2025-06-12,Dormant,False
V00491,Williams LLC,Raw Materials,North America,Canada,,False,False,26,Low,2022-03-14,4,25,412955.71,2024-01-06,2025-12-31,259.0,1,0,2025-06-23,Dormant,False
V00492,"Mcknight, Michael and Jones",IT Services,Europe,UK,,False,False,18,Low,2023-08-07,3,13,393388.62,2024-05-21,2025-11-18,302.0,2,0,2025-10-31,Dormant,False
V00493,Mitchell and Sons,Facilities,North America,Mexico,,False,True,12,Low,2022-08-12,4,1,4464.92,2025-02-09,2025-02-09,584.0,0,0,,Dormant,False
V00494,"Good, Brewer and Fisher",Office Supplies,Europe,Netherlands,Minority-Owned,True,False,35,Low,2023-12-15,3,20,85444.31,2024-02-18,2025-12-21,269.0,3,0,2026-06-24,Dormant,False
V00495,West-Stark,Marketing,North America,USA,Women-Owned,True,False,1,Low,2020-04-06,6,14,46839.85,2024-01-07,2025-12-21,269.0,1,0,2025-11-06,Dormant,False
V00496,Vega Ltd,Raw Materials,Latin America,Chile,,False,False,22,Low,2023-03-31,3,10,248978.94,2024-03-22,2025-12-03,287.0,3,1,2027-03-09,Dormant,True
V00497,Valdez LLC,IT Services,Europe,France,,False,True,36,Low,2018-09-17,8,0,0.0,,,,0,0,,Inactive,False
V00498,"Long, Anderson and Irwin",Logistics,Europe,France,,False,False,47,Medium,2023-01-03,3,5,86445.01,2025-03-10,2025-12-22,268.0,1,0,2026-01-06,Dormant,False
V00499,Good Group,IT Services,Latin America,Brazil,,False,False,23,Low,2022-01-14,4,12,274188.15,2024-03-08,2025-12-17,273.0,2,2,2028-04-17,Dormant,True
V00500,"Coleman, Gray and Hall",Professional Services,North America,Canada,Minority-Owned,False,False,60,Medium,2020-10-05,6,4,252917.73,2024-11-26,2025-12-01,289.0,0,0,,Dormant,False
