vendor_id,vendor_name,vendor_region,vendor_country,vendor_is_preferred,vendor_is_strategic,vendor_diversity_classification,vendor_risk_tier,vendor_risk_score,po_count,total_spend,avg_po_amount,first_po_date,last_po_date,maverick_spend,maverick_po_count,spend_share_pct,spend_rank,spend_tier,cumulative_spend_share_pct
V00404,"Bowman, White and Burch",Latin America,Brazil,False,False,,Low,22,1,3910.08,3910.08,2024-05-31,2024-05-31,3910.08,1,3.258e-05,472,Tail,0.99979387
V00150,Keith-Sanchez,Asia Pacific,Japan,True,False,,Low,35,1,3799.03,3799.03,2024-11-18,2024-11-18,3799.03,1,3.165e-05,473,Tail,0.99982552
V00009,Munoz-Roman,Latin America,Argentina,False,False,Minority-Owned,Low,19,1,3553.51,3553.51,2024-10-25,2024-10-25,3553.51,1,2.961e-05,474,Tail,0.99985513
V00167,Mendoza-Peterson,Asia Pacific,China,False,False,,Low,15,1,3475.41,3475.41,2025-09-14,2025-09-14,3475.41,1,2.896e-05,475,Tail,0.99988409
V00175,"Garcia, Farmer and Garrett",Latin America,Brazil,False,False,,Medium,49,2,2848.13,1424.065,2024-09-06,2025-10-26,2848.13,2,2.373e-05,476,Tail,0.99990782
V00190,Costa-Harrison,Europe,Netherlands,False,True,,Medium,61,1,2708.18,2708.18,2024-12-21,2024-12-21,2708.18,1,2.256e-05,477,Tail,0.99993038
V00344,Sheppard-Mueller,North America,USA,True,True,,Low,27,1,2589.34,2589.34,2024-05-11,2024-05-11,2589.34,1,2.157e-05,478,Tail,0.99995195
V00402,Martinez LLC,North America,USA,False,False,,Low,26,1,1890.55,1890.55,2024-12-16,2024-12-16,1890.55,1,1.575e-05,479,Tail,0.9999677
V00122,Daniels-Perry,Asia Pacific,Singapore,False,False,,Medium,53,1,1118.64,1118.64,2024-01-25,2024-01-25,1118.64,1,9.32e-06,480,Tail,0.99997702
V00059,Shaw-Farrell,Europe,UK,False,False,,Low,27,1,1093.0,1093.0,2025-07-21,2025-07-21,1093.0,1,9.11e-06,481,Tail,0.99998613
V00055,Baker-Bowers,Latin America,Argentina,False,False,,Medium,46,1,968.75,968.75,2025-10-25,2025-10-25,968.75,1,8.07e-06,482,Tail,0.9999942
V00135,"Williams, Crane and Walker",Asia Pacific,Australia,False,False,,Low,5,1,697.08,697.08,2025-11-12,2025-11-12,697.08,1,5.81e-06,483,Tail,1.00000001
