invoice_id,po_id,vendor_id,invoice_amount,invoice_date,payment_status,payment_date,payment_terms,three_way_match_status
INV002857,PO000338,V00464,8576.03,2025-05-30,Paid,2025-06-11,Net 30,Matched
INV002858,PO003299,V00368,38446.31,2025-05-03,Paid,2025-07-04,Net 60,Matched
INV002859,PO000556,V00286,21256.5,2025-10-27,Paid,2025-12-06,Net 45,Matched
INV002860,PO002751,V00030,46345.85,2024-10-30,Paid,2024-11-11,Net 15,Matched
INV002861,PO004609,V00234,992.27,2025-03-09,Paid Late,2025-05-09,Net 45,Matched
INV002862,PO005265,V00097,12427.84,2024-03-03,Paid,2024-04-29,Net 60,Matched
INV002863,PO004728,V00478,59960.3,2024-11-28,Paid,2025-01-08,Net 45,Matched
INV002864,PO004906,V00372,15497.87,2026-01-06,Unpaid,,Net 15,Matched
INV002865,PO000013,V00357,1427.54,2024-06-23,Paid,2024-07-06,Net 15,Matched
INV002866,PO003734,V00121,3296.42,2025-11-02,Paid,2025-11-21,Net 15,Matched
INV002867,PO002933,V00368,15764.01,2024-06-09,Paid,2024-07-05,Net 30,Matched
INV002868,PO002775,V00108,699.78,2025-09-14,Paid,2025-10-27,Net 45,Matched
INV002869,PO001076,V00233,25891.02,2025-09-03,Paid,2025-10-30,Net 60,Matched
INV002870,PO000384,V00181,4601.88,2024-07-31,Paid,2024-09-12,Net 45,Matched
INV002871,PO002435,V00491,5855.79,2025-04-20,Paid,2025-06-20,Net 60,Matched
INV002872,PO000581,V00474,17042.19,2025-04-17,Paid,2025-06-05,Net 60,Matched
INV002873,PO002377,V00114,797.62,2024-03-14,Paid,2024-05-03,Net 45,Missing Receipt
INV002874,PO001411,V00354,36705.83,2024-03-26,Paid,2024-05-14,Net 60,Matched
INV002875,PO005087,V00020,1649.32,2024-06-25,Paid,2024-07-11,Net 15,Matched
INV002876,PO004313,V00403,17310.69,2025-04-14,Paid Late,2025-06-14,Net 45,Missing Receipt
INV002877,PO003747,V00403,19029.61,2025-10-27,Paid,2025-12-13,Net 60,Matched
INV002878,PO003077,V00234,25608.52,2025-03-14,Paid,2025-04-07,Net 45,Matched
INV002879,PO004904,V00034,24329.27,2025-05-31,Paid,2025-06-10,Net 15,Matched
INV002880,PO001855,V00454,30508.46,2025-07-23,Paid,2025-08-25,Net 30,Price Variance
INV002881,PO003813,V00026,487.32,2026-01-27,Unpaid,,Net 30,Matched
INV002882,PO002937,V00026,2861.94,2026-01-20,Unpaid,,Net 45,Matched
INV002883,PO001133,V00422,22879.03,2024-09-02,Paid,2024-09-24,Net 30,Matched
INV002884,PO000057,V00311,12623.64,2025-06-29,Paid,2025-08-27,Net 60,Matched
INV002885,PO001323,V00148,4235.43,2024-11-18,Paid,2024-11-23,Net 15,Missing Receipt
INV002886,PO004146,V00242,2505.36,2025-01-21,Paid,2025-02-15,Net 30,Matched
INV002887,PO000811,V00143,20037.33,2024-01-26,Paid,2024-03-10,Net 45,Matched
INV002888,PO004096,V00496,15042.56,2025-04-15,Paid,2025-05-23,Net 45,Matched
INV002889,PO004564,V00281,5109.74,2025-10-16,Paid,2025-11-30,Net 45,Matched
INV002890,PO004062,V00158,3473.05,2025-04-17,Paid,2025-06-19,Net 60,Matched
INV002891,PO002074,V00017,3841.93,2025-02-18,Paid,2025-03-14,Net 30,Price Variance
INV002892,PO001742,V00137,1171.27,2024-11-09,Paid,2024-12-21,Net 45,Matched
INV002893,PO001566,V00151,46605.77,2024-09-02,Paid,2024-10-30,Net 60,Matched
INV002894,PO000555,V00169,36974.93,2025-11-28,Unpaid,,Net 60,Matched
INV002895,PO001006,V00221,2062.43,2024-07-10,Paid,2024-09-11,Net 60,Matched
INV002896,PO000530,V00184,7433.05,2025-12-24,Unpaid,,Net 15,Matched
INV002897,PO001475,V00099,19201.35,2025-08-07,Paid,2025-09-24,Net 45,Matched
INV002898,PO004236,V00449,9096.03,2024-09-13,Paid,2024-11-05,Net 60,Matched
INV002899,PO004158,V00417,42000.48,2024-02-18,Paid,2024-03-21,Net 30,Matched
INV002900,PO002043,V00368,7196.34,2024-08-31,Paid Late,2024-11-10,Net 60,Price Variance
INV002901,PO001570,V00037,39869.51,2025-09-11,Paid,2025-10-31,Net 60,Missing Receipt
INV002902,PO000698,V00248,9418.82,2024-08-03,Paid,2024-08-27,Net 30,Matched
INV002903,PO004713,V00441,3446.8,2024-03-24,Paid Late,2024-06-02,Net 60,Matched
INV002904,PO002106,V00368,8722.73,2025-10-23,Unpaid,,Net 60,Matched
INV002905,PO004780,V00361,24614.22,2025-10-24,Paid,2025-11-24,Net 30,Matched
INV002906,PO002337,V00180,3715.18,2025-05-19,Paid,2025-07-03,Net 45,Price Variance
INV002907,PO001906,V00006,10287.32,2024-08-17,Paid,2024-09-24,Net 45,Matched
INV002908,PO003158,V00222,26631.78,2025-05-12,Paid,2025-06-13,Net 30,Price Variance
INV002909,PO002343,V00392,3855.54,2024-07-01,Paid,2024-07-09,Net 15,Matched
INV002910,PO004701,V00154,5097.17,2024-07-22,Paid,2024-08-05,Net 15,Matched
INV002911,PO001898,V00399,60507.62,2024-08-27,Paid,2024-09-26,Net 30,Matched
INV002912,PO002565,V00281,137.39,2025-07-11,Paid,2025-08-11,Net 45,Matched
INV002913,PO001902,V00488,20639.35,2025-08-04,Paid,2025-10-01,Net 60,Missing Receipt
INV002914,PO005069,V00049,29099.2,2025-06-23,Paid,2025-07-23,Net 30,Matched
INV002915,PO005104,V00396,11541.59,2026-01-05,Unpaid,,Net 60,Price Variance
INV002916,PO000116,V00421,4398.0,2025-08-26,Paid,2025-09-15,Net 15,Matched
INV002917,PO001776,V00401,15889.0,2024-08-05,Paid,2024-10-01,Net 60,Matched
INV002918,PO001246,V00358,13935.68,2024-11-08,Paid,2024-12-06,Net 30,Matched
INV002919,PO002798,V00336,5854.01,2025-10-22,Unpaid,,Net 60,Matched
INV002920,PO003332,V00460,4683.02,2025-10-04,Paid,2025-11-18,Net 45,Matched
INV002921,PO004056,V00317,29342.86,2024-06-14,Paid Late,2024-08-19,Net 45,Matched
INV002922,PO004795,V00312,3787.32,2025-11-04,Paid,2025-11-15,Net 15,Matched
INV002923,PO003173,V00147,5163.19,2024-01-27,Paid,2024-03-24,Net 60,Matched
INV002924,PO000205,V00268,18811.55,2024-08-05,Paid Late,2024-10-17,Net 60,Matched
INV002925,PO001732,V00050,610.12,2025-01-07,Paid,2025-02-15,Net 45,Matched
INV002926,PO001428,V00355,25612.94,2025-10-14,Paid,2025-12-06,Net 60,Matched
INV002927,PO001420,V00212,2885.85,2025-09-26,Paid,2025-10-03,Net 15,Matched
INV002928,PO001259,V00368,3112.53,2025-02-05,Paid Late,2025-03-15,Net 30,Price Variance
INV002929,PO002316,V00184,621.95,2025-11-23,Paid,2025-12-31,Net 45,Matched
INV002930,PO001841,V00368,24272.01,2025-03-24,Paid,2025-04-24,Net 30,Matched
INV002931,PO000753,V00018,6911.84,2024-11-12,Paid,2024-12-21,Net 45,Matched
INV002932,PO005428,V00288,8343.4,2024-06-13,Paid,2024-07-18,Net 30,Matched
INV002933,PO003593,V00482,8659.3,2025-12-15,Unpaid,,Net 30,Matched
INV002934,PO003004,V00200,18993.56,2024-05-31,Paid Late,2024-06-24,Net 15,Matched
INV002935,PO003648,V00423,56055.76,2025-04-12,Paid Late,2025-06-03,Net 45,Matched
INV002936,PO002952,V00158,1805.69,2024-12-28,Paid,2025-02-27,Net 60,Matched
INV002937,PO002092,V00363,10923.75,2024-08-28,Paid,2024-09-05,Net 15,Matched
INV002938,PO001367,V00171,15960.57,2025-08-25,Paid Late,2025-09-16,Net 15,Matched
INV002939,PO001265,V00248,8729.97,2024-11-15,Paid Late,2025-01-05,Net 45,Matched
INV002940,PO005342,V00125,3766.04,2024-12-07,Paid,2024-12-12,Net 15,Matched
INV002941,PO003770,V00069,24184.7,2025-10-20,Paid,2025-10-27,Net 15,Price Variance
INV002942,PO002541,V00279,13702.92,2024-12-21,Paid,2024-12-31,Net 15,Missing Receipt
INV002943,PO004677,V00169,44749.71,2024-09-01,Paid Late,2024-10-18,Net 30,Matched
INV002944,PO004887,V00047,3206.73,2025-01-30,Paid,2025-03-22,Net 60,Matched
INV002945,PO005008,V00085,42883.87,2025-02-24,Paid,2025-03-22,Net 30,Matched
INV002946,PO000983,V00421,619.19,2025-06-16,Paid,2025-07-04,Net 15,Matched
INV002947,PO000263,V00057,1306.69,2025-01-03,Paid,2025-02-20,Net 60,Missing Receipt
INV002948,PO000055,V00226,12653.81,2025-05-18,Paid,2025-06-21,Net 30,Missing Receipt
INV002949,PO005253,V00368,12339.15,2024-02-26,Paid Late,2024-03-25,Net 15,Matched
INV002950,PO001085,V00071,2725.45,2025-08-12,Paid,2025-10-01,Net 45,Matched
INV002951,PO000140,V00368,35619.02,2024-09-28,Paid,2024-10-08,Net 15,Matched
INV002952,PO005403,V00200,11426.67,2025-11-03,Unpaid,,Net 60,Matched
INV002953,PO001826,V00403,12671.56,2025-12-01,Unpaid,,Net 30,Matched
INV002954,PO004369,V00282,16096.33,2024-11-21,Paid Late,2024-12-28,Net 30,Matched
INV002955,PO004500,V00155,6089.2,2024-07-22,Paid,2024-08-17,Net 30,Matched
INV002956,PO005137,V00223,9497.02,2025-03-26,Paid,2025-04-06,Net 15,Matched
INV002957,PO002754,V00256,2255.22,2024-09-26,Paid,2024-10-17,Net 30,Matched
INV002958,PO001754,V00177,23041.66,2025-03-24,Paid Late,2025-07-07,Net 60,Matched
INV002959,PO002004,V00019,25271.67,2025-03-25,Paid,2025-04-25,Net 45,Matched
INV002960,PO000329,V00488,18007.72,2025-12-24,Unpaid,,Net 60,Matched
INV002961,PO000762,V00334,19053.25,2025-12-14,Unpaid,,Net 30,Matched
INV002962,PO002537,V00023,41307.24,2025-11-11,Paid,2025-12-01,Net 15,Missing Receipt
INV002963,PO000744,V00343,33085.14,2025-05-10,Paid Late,2025-06-10,Net 15,Matched
INV002964,PO004509,V00446,18994.77,2025-12-29,Unpaid,,Net 15,Matched
INV002965,PO002806,V00468,29809.0,2024-01-16,Paid Late,2024-03-20,Net 45,Price Variance
INV002966,PO002097,V00267,2054.38,2024-10-28,Paid,2024-12-26,Net 60,Price Variance
INV002967,PO002296,V00257,6439.7,2026-01-01,Unpaid,,Net 15,Matched
INV002968,PO003577,V00273,12329.24,2025-09-12,Paid,2025-10-15,Net 45,Matched
INV002969,PO004982,V00087,3107.37,2025-09-06,Paid,2025-09-23,Net 15,Matched
INV002970,PO003132,V00473,17640.93,2026-01-07,Unpaid,,Net 15,Matched
INV002971,PO002327,V00403,3561.66,2025-03-31,Paid,2025-05-10,Net 45,Matched
INV002972,PO001846,V00010,21865.38,2025-04-28,Paid,2025-05-26,Net 30,Missing Receipt
INV002973,PO004006,V00249,21242.28,2025-09-05,Paid Late,2025-11-19,Net 60,Matched
INV002974,PO005259,V00218,9325.78,2024-08-12,Paid,2024-10-12,Net 60,Matched
INV002975,PO002132,V00278,6450.84,2025-03-20,Paid Late,2025-04-25,Net 30,Matched
INV002976,PO003329,V00361,7882.3,2025-05-03,Paid,2025-05-22,Net 15,Matched
INV002977,PO004583,V00036,19204.86,2025-07-22,Paid,2025-08-12,Net 30,Price Variance
INV002978,PO002530,V00450,19939.63,2024-02-19,Paid,2024-03-11,Net 30,Price Variance
INV002979,PO001812,V00461,172256.51,2024-01-26,Paid,2024-02-12,Net 15,Matched
INV002980,PO002329,V00490,3998.96,2025-03-03,Paid Late,2025-04-02,Net 15,Matched
INV002981,PO004427,V00147,10459.11,2026-01-25,Unpaid,,Net 15,Matched
INV002982,PO003797,V00079,7205.03,2025-08-13,Paid,2025-10-17,Net 60,Matched
INV002983,PO001453,V00302,3691.65,2025-04-25,Paid,2025-04-30,Net 15,Matched
INV002984,PO003936,V00383,6596.56,2025-10-13,Paid,2025-10-28,Net 15,Matched
INV002985,PO001148,V00313,8987.84,2024-01-29,Paid,2024-02-28,Net 30,Matched
INV002986,PO004037,V00204,7567.21,2025-01-15,Paid Late,2025-03-22,Net 60,Missing Receipt
INV002987,PO000349,V00496,27832.09,2024-04-15,Paid Late,2024-06-13,Net 45,Matched
INV002988,PO001122,V00299,8531.0,2024-11-03,Paid,2024-12-17,Net 45,Matched
INV002989,PO005482,V00451,15803.75,2025-02-12,Paid,2025-04-05,Net 60,Missing Receipt
INV002990,PO001755,V00376,2842.64,2025-07-15,Paid,2025-09-08,Net 60,Matched
INV002991,PO004676,V00403,15559.15,2024-03-05,Paid,2024-04-23,Net 45,Matched
INV002992,PO003665,V00069,18910.61,2024-12-06,Paid,2024-12-24,Net 15,Matched
INV002993,PO004458,V00138,3735.83,2025-02-24,Paid,2025-04-07,Net 45,Matched
INV002994,PO001833,V00230,1986.88,2024-05-28,Paid,2024-06-08,Net 15,Price Variance
INV002995,PO001612,V00385,43637.58,2025-04-24,Paid,2025-06-22,Net 60,Matched
INV002996,PO003247,V00412,34089.05,2024-08-07,Paid,2024-09-09,Net 30,Matched
INV002997,PO001608,V00123,1164.56,2024-08-14,Paid,2024-10-10,Net 60,Matched
INV002998,PO003912,V00368,138037.72,2024-11-17,Paid,2024-12-11,Net 30,Matched
INV002999,PO001769,V00065,8691.67,2024-05-08,Paid Late,2024-06-18,Net 30,Missing Receipt
INV003000,PO002249,V00318,3130.96,2024-08-15,Paid,2024-09-05,Net 30,Price Variance
INV003001,PO004391,V00141,71417.84,2025-11-18,Paid,2025-12-30,Net 45,Price Variance
INV003002,PO004476,V00019,34333.72,2025-10-18,Paid,2025-11-10,Net 30,Missing Receipt
INV003003,PO004502,V00376,8109.86,2025-11-24,Unpaid,,Net 45,Matched
INV003004,PO001351,V00204,9441.76,2024-10-10,Paid Late,2024-11-02,Net 15,Matched
INV003005,PO000218,V00403,64221.24,2025-01-08,Paid Late,2025-03-15,Net 60,Matched
INV003006,PO005384,V00370,11412.43,2025-12-08,Unpaid,,Net 60,Matched
INV003007,PO001300,V00332,28590.8,2024-10-09,Paid,2024-11-09,Net 30,Price Variance
INV003008,PO004156,V00368,2706.74,2024-06-14,Paid,2024-07-08,Net 30,Matched
INV003009,PO001090,V00133,74718.16,2024-09-28,Paid,2024-10-18,Net 30,Matched
INV003010,PO005213,V00229,14996.05,2025-11-01,Paid,2025-12-30,Net 60,Matched
INV003011,PO003739,V00268,2974.81,2024-05-26,Paid,2024-06-27,Net 30,Matched
INV003012,PO000398,V00205,5984.01,2025-10-18,Paid,2025-11-20,Net 30,Matched
INV003013,PO000111,V00463,27557.82,2024-09-24,Paid Late,2024-11-01,Net 30,Price Variance
INV003014,PO003727,V00403,10511.83,2025-05-06,Paid,2025-05-21,Net 15,Matched
INV003015,PO000592,V00169,123106.19,2025-03-21,Paid,2025-04-15,Net 30,Matched
INV003016,PO004928,V00262,15812.21,2026-01-14,Unpaid,,Net 45,Matched
INV003017,PO003344,V00117,93602.73,2025-07-06,Paid,2025-08-24,Net 60,Matched
INV003018,PO005136,V00169,33483.71,2024-11-02,Paid,2024-12-15,Net 45,Matched
INV003019,PO000594,V00046,54686.07,2025-04-26,Paid Late,2025-05-19,Net 15,Matched
INV003020,PO002065,V00279,10866.63,2025-02-13,Paid,2025-03-13,Net 30,Matched
INV003021,PO004542,V00393,61391.63,2025-01-29,Paid Late,2025-04-10,Net 60,Matched
INV003022,PO002877,V00087,24103.82,2025-08-24,Paid,2025-09-19,Net 30,Matched
INV003023,PO000902,V00368,25542.01,2024-04-15,Paid,2024-06-18,Net 60,Price Variance
INV003024,PO003177,V00163,4285.07,2025-06-18,Paid,2025-08-10,Net 60,Matched
INV003025,PO001964,V00368,4506.93,2024-03-27,Paid Late,2024-05-17,Net 45,Matched
INV003026,PO002748,V00368,32369.96,2025-10-11,Paid Late,2025-11-16,Net 30,Matched
INV003027,PO001332,V00393,30146.31,2024-10-02,Paid,2024-10-24,Net 30,Matched
INV003028,PO004719,V00255,42896.72,2025-06-28,Paid,2025-08-18,Net 60,Matched
INV003029,PO005330,V00116,5306.5,2024-10-15,Paid,2024-11-16,Net 30,Matched
INV003030,PO003495,V00334,21016.24,2024-09-14,Paid,2024-11-02,Net 45,Matched
INV003031,PO002336,V00181,19941.27,2024-09-14,Paid Late,2024-10-11,Net 15,Matched
INV003032,PO000053,V00087,4670.6,2024-06-10,Paid,2024-06-25,Net 15,Matched
INV003033,PO004045,V00109,3070.46,2024-05-06,Paid Late,2024-06-29,Net 45,Matched
INV003034,PO004594,V00068,5295.19,2025-01-06,Paid,2025-02-22,Net 45,Price Variance
INV003035,PO003227,V00448,173021.2,2024-03-17,Paid,2024-05-01,Net 45,Matched
INV003036,PO004648,V00403,4195.5,2024-05-07,Paid,2024-05-12,Net 15,Matched
INV003037,PO001487,V00473,6343.6,2025-01-16,Paid,2025-03-17,Net 60,Matched
INV003038,PO002365,V00476,27263.35,2024-06-27,Paid Late,2024-09-01,Net 60,Matched
INV003039,PO001704,V00008,50319.06,2024-04-08,Paid,2024-05-12,Net 30,Matched
INV003040,PO004163,V00403,6825.22,2024-02-14,Paid,2024-03-08,Net 30,Matched
INV003041,PO003367,V00470,2549.3,2025-01-14,Paid,2025-03-18,Net 60,Missing Receipt
INV003042,PO004436,V00323,13677.26,2024-09-30,Paid,2024-11-04,Net 45,Price Variance
INV003043,PO003741,V00417,5176.17,2024-06-23,Paid,2024-07-21,Net 30,Matched
INV003044,PO002862,V00078,11822.37,2024-05-19,Paid Late,2024-07-02,Net 30,Price Variance
INV003045,PO001018,V00368,24180.76,2025-06-02,Paid,2025-08-05,Net 60,Matched
INV003046,PO004202,V00177,6689.71,2024-03-20,Paid Late,2024-05-26,Net 30,Missing Receipt
INV003047,PO001109,V00078,52787.69,2024-03-14,Paid,2024-03-24,Net 15,Matched
INV003048,PO000616,V00433,1609.4,2024-05-19,Paid,2024-06-11,Net 30,Matched
INV003049,PO002292,V00019,58285.82,2024-03-07,Paid,2024-04-08,Net 45,Matched
INV003050,PO002486,V00169,8953.6,2024-12-11,Paid,2024-12-24,Net 15,Matched
INV003051,PO001261,V00491,14260.79,2025-12-22,Paid,2025-12-27,Net 15,Matched
INV003052,PO000926,V00057,23825.15,2025-12-29,Unpaid,,Net 45,Matched
INV003053,PO000179,V00338,7098.43,2024-10-27,Paid,2024-12-06,Net 45,Matched
INV003054,PO000623,V00365,8982.71,2024-03-26,Paid,2024-05-21,Net 60,Matched
INV003055,PO002445,V00368,25038.17,2025-11-21,Unpaid,,Net 60,Matched
INV003056,PO004507,V00061,25459.73,2025-08-15,Paid,2025-08-28,Net 15,Matched
INV003057,PO003964,V00312,3032.21,2025-11-25,Paid Late,2025-12-21,Net 15,Matched
INV003058,PO005374,V00439,8319.51,2025-05-23,Paid,2025-07-18,Net 60,Matched
INV003059,PO000139,V00204,6398.74,2024-08-09,Paid,2024-09-08,Net 30,Price Variance
INV003060,PO004328,V00169,28797.72,2024-11-01,Paid,2024-11-06,Net 15,Matched
INV003061,PO004772,V00169,3915.34,2025-05-19,Paid,2025-07-02,Net 45,Matched
INV003062,PO003142,V00169,25254.9,2024-04-25,Paid Late,2024-06-17,Net 45,Matched
INV003063,PO001154,V00325,3579.68,2024-07-06,Paid,2024-08-23,Net 45,Matched
INV003064,PO003804,V00438,113668.98,2024-10-25,Paid,2024-12-17,Net 60,Matched
INV003065,PO002454,V00169,21988.24,2024-08-05,Paid,2024-09-08,Net 30,Matched
INV003066,PO000015,V00076,3868.45,2026-01-20,Unpaid,,Net 15,Matched
INV003067,PO003664,V00117,9257.8,2024-04-05,Paid,2024-05-21,Net 45,Matched
INV003068,PO000427,V00482,3901.04,2024-10-14,Paid,2024-11-22,Net 45,Matched
INV003069,PO001613,V00076,4183.29,2025-06-07,Paid,2025-06-19,Net 15,Matched
INV003070,PO001805,V00151,7391.58,2024-04-30,Paid,2024-06-18,Net 45,Matched
INV003071,PO002169,V00323,1673.39,2025-05-24,Paid,2025-07-03,Net 45,Price Variance
INV003072,PO005142,V00148,1083.75,2025-08-01,Paid,2025-10-04,Net 60,Matched
INV003073,PO005140,V00466,16169.38,2025-07-16,Paid,2025-07-21,Net 15,Matched
INV003074,PO004086,V00385,14223.85,2024-05-09,Paid,2024-05-28,Net 30,Missing Receipt
INV003075,PO004952,V00177,7273.4,2025-02-18,Paid Late,2025-05-24,Net 60,Matched
INV003076,PO002360,V00158,14256.45,2025-10-02,Paid,2025-10-22,Net 15,Matched
INV003077,PO003641,V00403,44217.66,2025-03-13,Paid,2025-03-22,Net 15,Matched
INV003078,PO004085,V00183,23955.01,2025-05-04,Paid Late,2025-07-10,Net 60,Missing Receipt
INV003079,PO004681,V00087,51591.69,2025-06-30,Paid Late,2025-07-30,Net 15,Matched
INV003080,PO002547,V00369,21015.06,2025-12-20,Unpaid,,Net 60,Matched
INV003081,PO001301,V00060,18873.4,2024-09-15,Paid Late,2024-11-05,Net 45,Matched
INV003082,PO003316,V00165,11136.06,2025-09-17,Paid Late,2025-11-29,Net 45,Matched
INV003083,PO001368,V00105,12397.93,2025-11-05,Paid Late,2025-12-12,Net 30,Matched
INV003084,PO000741,V00430,60856.59,2025-06-26,Paid,2025-08-20,Net 60,Missing Receipt
INV003085,PO003463,V00335,23663.74,2025-07-24,Paid,2025-09-02,Net 45,Matched
INV003086,PO002687,V00368,38932.84,2024-05-04,Paid,2024-05-13,Net 15,Matched
INV003087,PO000500,V00123,4557.67,2024-07-26,Paid Late,2024-10-06,Net 60,Missing Receipt
INV003088,PO004246,V00296,70046.19,2024-04-22,Paid,2024-05-23,Net 30,Matched
INV003089,PO004603,V00266,2391.7,2024-04-30,Paid,2024-05-22,Net 30,Matched
INV003090,PO000770,V00395,18778.62,2025-02-16,Paid,2025-03-03,Net 15,Matched
INV003091,PO002036,V00169,20599.72,2024-03-24,Paid Late,2024-05-05,Net 30,Missing Receipt
INV003092,PO001543,V00017,5441.11,2025-05-20,Paid,2025-06-11,Net 45,Matched
INV003093,PO004212,V00312,5913.23,2025-05-09,Paid,2025-06-24,Net 60,Matched
INV003094,PO005151,V00460,2641.15,2026-01-04,Unpaid,,Net 15,Matched
INV003095,PO005144,V00315,28525.91,2024-11-12,Paid,2024-12-06,Net 30,Matched
INV003096,PO004204,V00424,16695.15,2025-11-29,Unpaid,,Net 60,Matched
INV003097,PO004673,V00269,11464.32,2024-05-31,Paid,2024-07-31,Net 60,Matched
INV003098,PO002686,V00368,22107.08,2025-02-01,Paid,2025-04-05,Net 60,Missing Receipt
INV003099,PO003846,V00195,5983.88,2025-11-29,Unpaid,,Net 30,Matched
INV003100,PO002693,V00078,18879.91,2025-09-20,Paid,2025-11-22,Net 60,Matched
INV003101,PO003124,V00249,3244.28,2024-12-20,Paid Late,2025-04-03,Net 60,Matched
INV003102,PO000529,V00196,18831.8,2026-01-15,Unpaid,,Net 30,Matched
INV003103,PO005233,V00005,66132.92,2025-02-17,Paid,2025-04-02,Net 45,Matched
INV003104,PO001986,V00368,16906.5,2025-11-27,Paid,2025-12-08,Net 15,Price Variance
INV003105,PO002459,V00117,32160.64,2024-09-01,Paid Late,2024-11-17,Net 60,Matched
INV003106,PO000828,V00422,12044.46,2025-03-17,Paid,2025-04-29,Net 45,Matched
INV003107,PO003580,V00407,22093.49,2024-06-21,Paid,2024-08-19,Net 60,Matched
INV003108,PO003707,V00453,27733.76,2025-08-20,Paid,2025-09-30,Net 45,Matched
INV003109,PO003768,V00396,5432.47,2025-01-25,Paid Late,2025-02-26,Net 15,Matched
INV003110,PO003405,V00355,8497.72,2024-01-25,Paid,2024-02-21,Net 30,Matched
INV003111,PO004426,V00313,1569.96,2025-03-23,Paid,2025-05-04,Net 45,Matched
INV003112,PO001859,V00032,10461.29,2025-09-03,Paid,2025-10-26,Net 60,Matched
INV003113,PO004900,V00416,14097.55,2025-07-08,Paid,2025-08-24,Net 60,Missing Receipt
INV003114,PO004570,V00197,6095.07,2024-09-20,Paid Late,2024-10-30,Net 30,Matched
INV003115,PO001462,V00084,64842.11,2025-07-02,Paid,2025-08-20,Net 45,Matched
INV003116,PO002673,V00267,71226.81,2024-11-26,Paid,2025-01-13,Net 60,Matched
INV003117,PO003225,V00478,29301.85,2024-03-13,Paid Late,2024-04-23,Net 30,Matched
INV003118,PO001532,V00491,28862.06,2024-10-14,Paid,2024-11-11,Net 30,Matched
INV003119,PO004649,V00343,3164.96,2025-02-22,Paid,2025-03-11,Net 15,Matched
INV003120,PO001657,V00083,5796.43,2025-07-30,Paid,2025-09-25,Net 60,Matched
INV003121,PO004882,V00500,130952.33,2025-06-28,Paid,2025-07-15,Net 15,Missing Receipt
INV003122,PO004095,V00177,5767.92,2025-11-20,Unpaid,,Net 60,Matched
INV003123,PO001510,V00064,4616.15,2025-10-19,Paid,2025-11-30,Net 45,Missing Receipt
INV003124,PO002535,V00128,152746.96,2024-11-07,Paid,2024-12-10,Net 45,Matched
INV003125,PO000233,V00445,11144.84,2025-11-05,Paid,2025-11-16,Net 15,Matched
INV003126,PO005106,V00302,6675.95,2025-08-16,Paid,2025-09-20,Net 30,Matched
INV003127,PO004346,V00468,4568.81,2024-04-30,Paid Late,2024-08-01,Net 60,Matched
INV003128,PO004243,V00083,4516.3,2024-05-21,Paid,2024-06-17,Net 30,Matched
INV003129,PO000875,V00037,46524.36,2025-08-09,Paid,2025-09-30,Net 60,Matched
INV003130,PO002209,V00248,3714.75,2025-07-12,Paid,2025-08-27,Net 60,Matched
INV003131,PO001061,V00425,19852.56,2025-10-23,Paid Late,2025-12-02,Net 30,Matched
INV003132,PO001838,V00203,4274.69,2025-11-05,Paid Late,2025-11-28,Net 15,Matched
INV003133,PO001369,V00278,11171.09,2024-08-11,Paid Late,2024-09-18,Net 30,Matched
INV003134,PO000724,V00169,12608.03,2025-09-08,Paid Late,2025-10-19,Net 30,Missing Receipt
INV003135,PO000843,V00298,417985.71,2025-08-29,Paid,2025-09-16,Net 30,Matched
INV003136,PO001733,V00411,25170.75,2025-12-17,Unpaid,,Net 60,Matched
INV003137,PO001701,V00169,15876.41,2024-08-07,Paid,2024-08-20,Net 15,Matched
INV003138,PO004262,V00146,6936.63,2025-01-26,Paid Late,2025-03-26,Net 45,Matched
INV003139,PO000766,V00169,92388.86,2025-01-19,Paid Late,2025-02-28,Net 30,Matched
INV003140,PO000949,V00094,3940.93,2025-08-24,Paid,2025-09-08,Net 15,Matched
INV003141,PO004693,V00491,2429.95,2024-02-09,Paid,2024-03-07,Net 30,Matched
INV003142,PO002509,V00368,13654.6,2024-11-26,Paid,2024-12-10,Net 15,Matched
INV003143,PO001539,V00484,74505.66,2025-02-11,Paid,2025-02-19,Net 15,Matched
INV003144,PO002915,V00197,16585.38,2024-11-05,Paid,2024-12-21,Net 45,Matched
INV003145,PO001749,V00212,3540.88,2025-12-18,Unpaid,,Net 15,Matched
INV003146,PO004245,V00123,2366.54,2024-09-14,Paid,2024-11-17,Net 60,Matched
INV003147,PO005169,V00343,3893.09,2024-02-27,Paid,2024-03-22,Net 30,Matched
INV003148,PO000181,V00353,3358.1,2024-05-28,Paid,2024-06-23,Net 30,Matched
INV003149,PO001135,V00375,4733.55,2025-01-12,Paid,2025-01-17,Net 15,Matched
INV003150,PO005062,V00134,24760.04,2025-06-12,Paid,2025-06-20,Net 15,Matched
INV003151,PO002978,V00290,34020.33,2024-07-25,Paid Late,2024-09-27,Net 30,Matched
INV003152,PO001638,V00169,1415.84,2025-04-07,Paid Late,2025-06-17,Net 60,Missing Receipt
INV003153,PO002733,V00411,20481.89,2025-07-15,Paid,2025-08-29,Net 60,Matched
INV003154,PO001268,V00496,5356.8,2024-11-22,Paid Late,2025-01-31,Net 60,Matched
INV003155,PO000184,V00403,15694.83,2025-01-19,Paid,2025-01-24,Net 15,Matched
INV003156,PO000987,V00075,14224.59,2024-02-05,Paid,2024-03-04,Net 30,Matched
